local_id	global_id	country	cnt_count	cnt_age_mean	cnt_age_l	cnt_age_r	cnt_sex	cnt_home	cnt_work	cnt_school	cnt_transport	cnt_leisure	cnt_otherplace	cnt_frequency	cnt_touch	cnt_duration
1	7255	BE	12	45	40	50	F	0	0	0	0	0	1	3	2	2
1	7255	BE	12	23	23	 	F	0	0	1	0	0	0	3	2	4
1	7255	BE	12	24	24	 	M	1	0	0	0	0	0	1	1	5
1	7255	BE	12	25	25	 	F	1	0	0	0	0	0	2	2	5
1	7255	BE	12	22	22	 	F	1	0	0	0	0	0	3	2	4
1	7255	BE	12	57	55	60	 	0	0	0	0	1	0	5	2	2
1	7255	BE	12	21	21	 	F	0	0	1	0	0	0	2	2	4
1	7255	BE	12	21	21	 	F	0	0	1	0	0	0	2	2	3
1	7255	BE	12	57	55	60	M	0	0	0	0	1	0	4	2	3
1	7255	BE	12	21	21	 	F	0	0	1	0	0	0	2	2	4
1	7255	BE	12	21	21	 	F	0	0	1	0	0	0	2	2	4
1	7255	BE	12	27	27	 	F	0	0	1	0	0	0	3	2	4
2	7256	BE	24	22	22	 	M	 	 	 	 	 	 	 	1	3
2	7256	BE	24	19	19	 	M	1	0	0	0	0	0	1	1	3
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	2
2	7256	BE	24	20	20	 	F	0	0	1	0	0	0	2	2	1
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	19	19	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	19	19	 	F	1	0	0	0	0	0	2	2	2
2	7256	BE	24	19	19	 	F	0	0	1	0	0	0	2	1	1
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	18	18	 	M	0	0	1	0	0	0	1	2	3
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	1	4
2	7256	BE	24	22	22	 	M	1	0	0	0	0	0	1	2	3
2	7256	BE	24	20	20	 	F	1	0	0	0	0	0	1	1	3
2	7256	BE	24	18	18	 	F	1	0	0	0	0	0	2	2	2
2	7256	BE	24	42	40	45	F	0	0	1	0	0	0	2	2	3
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	40	35	45	F	0	0	1	0	0	0	3	2	3
2	7256	BE	24	21	21	 	M	1	0	0	0	0	0	1	2	3
2	7256	BE	24	18	18	 	F	0	0	1	0	0	0	1	2	4
2	7256	BE	24	29	29	 	M	 	 	 	 	 	 	1	1	3
2	7256	BE	24	19	19	 	M	0	0	1	0	0	0	1	2	2
3	7257	BE	19	13	13	 	F	0	0	0	0	1	0	2	1	3
3	7257	BE	19	14	14	 	F	0	0	1	0	0	0	1	2	4
3	7257	BE	19	13	13	 	F	0	0	1	0	0	0	1	1	3
3	7257	BE	19	13	13	 	F	0	0	1	0	0	0	1	1	4
3	7257	BE	19	15	15	 	M	0	0	0	0	1	0	2	1	3
3	7257	BE	19	14	14	 	M	0	0	0	0	1	0	2	2	3
3	7257	BE	19	48	48	 	F	1	0	0	0	0	0	1	1	5
3	7257	BE	19	15	15	 	F	0	0	1	0	0	0	1	1	4
3	7257	BE	19	13	13	 	M	0	0	0	1	0	0	2	2	2
3	7257	BE	19	13	13	 	M	0	0	1	0	0	0	1	2	4
3	7257	BE	19	13	13	 	F	0	0	1	0	0	0	1	1	4
3	7257	BE	19	42	40	45	F	0	0	0	0	1	0	2	2	3
3	7257	BE	19	52	52	 	M	1	0	0	0	0	0	1	1	5
3	7257	BE	19	13	13	 	F	0	0	1	0	0	0	1	1	4
3	7257	BE	19	17	17	 	F	1	0	0	0	0	0	1	1	4
3	7257	BE	19	14	14	 	F	0	0	0	0	1	0	2	1	3
3	7257	BE	19	15	15	 	F	0	0	1	0	0	0	1	1	4
3	7257	BE	19	14	14	 	M	0	0	1	0	0	0	1	1	3
3	7257	BE	19	13	13	 	F	0	0	1	0	0	0	1	1	4
4	7258	BE	4	77	77	 	F	1	0	0	0	0	0	1	1	5
4	7258	BE	4	41	41	 	F	1	0	0	0	0	0	2	2	2
4	7258	BE	4	47	45	50	F	1	0	0	0	0	0	3	1	3
4	7258	BE	4	66	66	 	F	1	0	0	0	0	0	2	1	4
5	7259	BE	16	22	22	 	F	1	0	0	0	0	0	2	1	4
5	7259	BE	16	19	19	20	M	0	0	0	0	1	0	3	2	4
5	7259	BE	16	10	10	 	M	0	0	0	1	0	0	3	2	2
5	7259	BE	16	12	12	 	M	0	0	0	0	1	0	3	2	4
5	7259	BE	16	12	12	 	M	0	0	0	0	1	0	3	2	4
5	7259	BE	16	13	13	 	F	0	0	0	0	1	0	3	2	4
5	7259	BE	16	48	48	 	F	1	0	0	0	0	0	1	1	3
5	7259	BE	16	13	13	 	F	0	0	0	0	1	0	3	2	4
5	7259	BE	16	11	11	 	F	0	0	0	0	1	0	3	2	4
5	7259	BE	16	12	12	 	M	0	0	0	0	1	0	3	2	4
5	7259	BE	16	19	19	 	F	0	0	0	0	1	0	3	2	4
5	7259	BE	16	18	18	 	F	1	0	0	0	0	0	2	2	3
5	7259	BE	16	14	14	 	F	1	0	0	0	0	0	1	2	5
5	7259	BE	16	49	49	 	M	1	0	0	0	0	0	1	1	3
5	7259	BE	16	21	21	 	M	1	0	0	0	0	0	2	1	4
5	7259	BE	16	13	13	 	M	0	0	0	1	1	0	2	2	4
6	7260	BE	49	33	33	 	F	0	1	0	0	0	0	2	1	4
6	7260	BE	49	57	55	60	M	1	0	0	0	0	0	5	2	1
6	7260	BE	49	40	40	 	F	0	1	0	0	0	0	1	2	5
6	7260	BE	49	30	30	 	 	0	1	0	0	0	0	1	2	1
6	7260	BE	49	56	56	 	 	0	1	0	0	0	0	1	2	1
6	7260	BE	49	45	45	 	 	0	1	0	0	0	0	1	1	3
6	7260	BE	49	28	28	 	 	0	1	0	0	0	0	2	1	4
6	7260	BE	49	35	35	 	 	0	1	0	0	0	0	2	1	5
6	7260	BE	49	19	19	 	 	0	1	0	0	0	0	2	1	4
6	7260	BE	49	43	43	 	 	0	1	0	0	0	0	1	1	3
6	7260	BE	49	42	42	 	 	0	1	0	0	0	0	2	2	2
6	7260	BE	49	22	20	25	F	0	0	0	0	0	1	5	2	2
6	7260	BE	49	51	51	 	 	0	1	0	0	0	0	3	1	2
6	7260	BE	49	44	44	 	 	0	1	0	0	0	0	2	1	4
6	7260	BE	49	22	20	25	M	0	1	0	0	0	0	4	2	1
6	7260	BE	49	47	47	 	 	0	1	0	0	0	0	2	1	3
6	7260	BE	49	37	35	40	F	0	1	0	0	0	0	3	1	3
6	7260	BE	49	50	50	 	 	0	1	0	0	0	0	1	2	4
6	7260	BE	49	29	29	 	 	0	1	0	0	0	0	1	1	3
6	7260	BE	49	46	46	 	 	0	1	0	0	0	0	4	2	1
6	7260	BE	49	42	40	45	F	0	1	0	0	0	0	4	1	1
6	7260	BE	49	41	41	 	 	0	1	0	0	0	0	2	2	4
6	7260	BE	49	46	46	 	 	0	1	0	0	0	0	2	1	3
6	7260	BE	49	45	45	 	 	0	1	0	0	0	0	2	1	4
6	7260	BE	49	21	21	 	 	0	1	0	0	0	0	2	1	2
6	7260	BE	49	33	33	 	 	0	1	0	0	0	0	3	1	2
6	7260	BE	49	29	29	 	 	0	1	0	0	0	0	2	2	3
6	7260	BE	49	41	41	 	 	0	1	0	0	0	0	2	2	4
6	7260	BE	49	49	49	 	 	0	1	0	0	0	0	1	1	5
6	7260	BE	49	49	49	 	 	0	1	0	0	0	0	1	1	3
6	7260	BE	49	36	36	 	 	0	1	0	0	0	0	2	2	3
6	7260	BE	49	41	41	 	 	0	1	0	0	0	0	1	2	1
6	7260	BE	49	25	25	 	 	0	1	0	0	0	0	2	2	1
6	7260	BE	49	23	23	 	 	0	1	0	0	0	0	2	1	2
6	7260	BE	49	45	45	 	 	0	1	0	0	0	0	5	2	1
6	7260	BE	49	47	45	50	M	0	0	0	0	1	0	5	2	1
6	7260	BE	49	43	43	 	 	0	1	0	0	0	0	2	1	4
6	7260	BE	49	25	25	 	M	0	1	0	0	0	0	1	1	4
6	7260	BE	49	30	30	 	 	0	1	0	0	0	0	2	2	4
6	7260	BE	49	36	36	 	 	0	1	0	0	0	0	1	2	5
6	7260	BE	49	25	25	 	 	0	1	0	0	0	0	2	2	5
6	7260	BE	49	37	35	40	M	0	0	0	0	1	0	4	2	1
6	7260	BE	49	31	31	 	 	0	1	0	0	0	0	1	1	5
6	7260	BE	49	26	26	 	F	0	1	0	0	0	0	2	2	2
6	7260	BE	49	19	19	 	 	0	1	0	0	0	0	1	2	4
6	7260	BE	49	37	37	 	F	0	1	0	0	0	0	1	2	5
6	7260	BE	49	60	60	 	F	1	0	0	0	0	0	3	2	2
6	7260	BE	49	21	21	 	 	0	1	0	0	0	0	1	2	4
6	7260	BE	49	49	49	 	 	0	1	0	0	0	0	1	1	5
7	7261	BE	68	68	68	 	 	0	1	0	0	0	0	3	2	2
7	7261	BE	68	42	40	45	F	0	0	0	0	0	1	4	2	2
7	7261	BE	68	67	65	70	M	0	0	0	0	0	1	5	2	2
7	7261	BE	68	45	45	 	 	0	1	0	0	0	0	1	2	4
7	7261	BE	68	47	45	50	M	0	0	0	0	0	1	5	2	1
7	7261	BE	68	60	60	 	M	0	0	0	0	0	1	5	2	2
7	7261	BE	68	25	25	 	F	1	0	0	0	0	0	2	2	4
7	7261	BE	68	48	48	 	 	0	1	0	0	0	0	1	2	4
7	7261	BE	68	46	46	 	 	0	1	0	0	0	0	2	2	1
7	7261	BE	68	65	65	 	 	0	1	0	0	0	0	1	2	1
7	7261	BE	68	12	12	 	 	0	1	0	0	0	0	1	2	5
7	7261	BE	68	19	19	 	 	0	1	0	0	0	0	4	2	2
7	7261	BE	68	36	36	 	 	0	1	0	0	0	0	5	1	2
7	7261	BE	68	32	30	35	F	0	0	0	0	0	1	5	2	2
7	7261	BE	68	32	32	 	 	0	1	0	0	0	0	1	1	3
7	7261	BE	68	41	41	 	 	0	1	0	0	0	0	2	2	5
7	7261	BE	68	64	64	 	 	0	1	0	0	0	0	5	1	2
7	7261	BE	68	55	55	 	M	0	0	0	0	0	1	4	1	4
7	7261	BE	68	70	70	 	 	0	1	0	0	0	0	2	2	4
7	7261	BE	68	57	55	60	F	0	0	0	0	0	1	5	2	2
7	7261	BE	68	32	30	35	F	0	0	0	0	0	1	2	2	2
7	7261	BE	68	18	18	 	 	0	1	0	0	0	0	2	2	3
7	7261	BE	68	66	66	 	M	0	0	0	0	0	1	4	1	3
7	7261	BE	68	57	57	 	 	0	1	0	0	0	0	2	2	5
7	7261	BE	68	75	75	 	 	0	1	0	0	0	0	1	1	1
7	7261	BE	68	72	72	 	 	0	1	0	0	0	0	2	2	1
7	7261	BE	68	42	40	45	F	0	0	0	0	0	1	3	2	2
7	7261	BE	68	60	60	 	 	0	1	0	0	0	0	5	1	3
7	7261	BE	68	45	45	 	 	0	1	0	0	0	0	3	1	5
7	7261	BE	68	36	36	 	 	0	1	0	0	0	0	2	2	2
7	7261	BE	68	21	21	 	 	0	1	0	0	0	0	2	2	4
7	7261	BE	68	61	61	 	 	0	1	0	0	0	0	1	1	5
7	7261	BE	68	56	56	 	 	0	1	0	0	0	0	5	2	1
7	7261	BE	68	36	36	 	 	0	1	0	0	0	0	2	2	4
7	7261	BE	68	64	64	 	 	0	1	0	0	0	0	2	2	5
7	7261	BE	68	14	14	 	 	0	1	0	0	0	0	2	2	5
7	7261	BE	68	16	16	 	 	0	1	0	0	0	0	1	1	3
7	7261	BE	68	16	16	 	 	0	1	0	0	0	0	1	2	4
7	7261	BE	68	24	24	 	 	0	1	0	0	0	0	2	1	4
7	7261	BE	68	57	57	 	 	0	1	0	0	0	0	1	2	3
7	7261	BE	68	15	15	 	 	0	1	0	0	0	0	1	1	2
7	7261	BE	68	66	66	 	 	0	1	0	0	0	0	1	2	2
7	7261	BE	68	50	50	 	F	1	0	0	0	0	0	1	1	5
7	7261	BE	68	47	47	 	 	0	1	0	0	0	0	2	1	2
7	7261	BE	68	20	20	 	 	0	1	0	0	0	0	1	2	2
7	7261	BE	68	28	28	 	 	0	1	0	0	0	0	4	2	2
7	7261	BE	68	65	65	 	 	0	1	0	0	0	0	2	1	2
7	7261	BE	68	67	67	 	 	0	1	0	0	0	0	2	1	2
7	7261	BE	68	73	73	 	 	0	1	0	0	0	0	3	1	2
7	7261	BE	68	58	58	 	 	0	1	0	0	0	0	1	2	1
7	7261	BE	68	39	39	 	 	0	1	0	0	0	0	3	1	2
7	7261	BE	68	17	17	 	 	0	1	0	0	0	0	1	1	1
7	7261	BE	68	45	45	 	F	0	0	0	0	0	1	5	2	3
7	7261	BE	68	32	30	35	F	0	0	0	0	0	1	5	1	2
7	7261	BE	68	17	17	 	 	0	1	0	0	0	0	2	2	2
7	7261	BE	68	35	35	 	 	0	1	0	0	0	0	2	2	5
7	7261	BE	68	73	73	 	M	0	0	0	0	0	1	3	2	4
7	7261	BE	68	74	74	 	 	0	1	0	0	0	0	5	2	2
7	7261	BE	68	39	39	 	 	0	1	0	0	0	0	2	1	4
7	7261	BE	68	12	12	 	 	0	1	0	0	0	0	4	2	2
7	7261	BE	68	25	25	 	M	0	0	0	0	0	1	5	1	2
7	7261	BE	68	37	37	 	 	0	1	0	0	0	0	2	1	2
7	7261	BE	68	57	57	 	 	0	1	0	0	0	0	2	1	2
7	7261	BE	68	73	73	 	 	0	1	0	0	0	0	5	2	2
7	7261	BE	68	73	73	 	F	0	0	0	0	0	1	3	2	4
7	7261	BE	68	23	23	 	 	0	1	0	0	0	0	4	2	2
7	7261	BE	68	80	80	 	 	0	1	0	0	0	0	3	2	1
7	7261	BE	68	45	45	 	M	0	0	0	0	0	1	5	1	3
8	7262	BE	13	28	28	 	F	0	0	0	0	1	0	3	1	3
8	7262	BE	13	62	60	65	M	0	0	0	0	1	0	3	1	2
8	7262	BE	13	25	25	 	M	0	0	0	0	1	0	3	1	3
8	7262	BE	13	48	48	 	M	1	0	0	0	0	0	2	1	4
8	7262	BE	13	51	51	 	F	0	0	0	0	1	0	2	1	3
8	7262	BE	13	62	60	65	F	0	0	0	0	1	0	3	1	2
8	7262	BE	13	62	60	65	M	0	0	0	0	1	0	3	1	1
8	7262	BE	13	62	60	65	M	0	0	0	0	1	0	4	2	1
8	7262	BE	13	47	45	50	M	0	0	0	0	1	0	3	1	3
8	7262	BE	13	37	37	 	F	1	0	0	0	0	0	2	1	2
8	7262	BE	13	5	5	 	F	1	0	0	0	0	0	2	1	3
8	7262	BE	13	57	55	60	F	0	0	0	0	1	0	3	1	1
8	7262	BE	13	57	55	60	F	0	0	0	0	1	0	4	2	1
9	7263	BE	8	62	62	 	M	0	0	0	0	0	1	3	1	3
9	7263	BE	8	57	57	 	F	0	0	0	0	0	1	3	1	3
9	7263	BE	8	27	25	30	F	0	0	0	0	0	1	5	2	1
9	7263	BE	8	35	33	38	M	0	0	0	0	0	1	3	2	1
9	7263	BE	8	42	40	45	M	0	0	0	0	0	1	4	2	1
9	7263	BE	8	52	50	55	F	0	0	0	0	0	1	5	2	1
9	7263	BE	8	65	65	 	F	0	0	0	1	0	0	3	1	2
9	7263	BE	8	62	62	 	M	1	0	0	0	0	0	1	1	5
10	7264	BE	14	37	35	40	F	0	1	0	0	0	0	1	2	2
10	7264	BE	14	32	30	35	M	0	1	0	0	0	0	1	2	3
10	7264	BE	14	42	40	45	F	0	1	0	0	0	0	1	2	2
10	7264	BE	14	49	48	50	M	0	1	0	0	0	0	1	2	3
10	7264	BE	14	37	35	40	M	0	1	0	0	0	0	1	2	4
10	7264	BE	14	41	41	 	M	0	1	0	0	0	0	1	2	4
10	7264	BE	14	31	28	35	F	0	1	0	0	0	0	1	1	2
10	7264	BE	14	27	25	30	M	0	1	0	0	0	0	5	1	3
10	7264	BE	14	77	77	 	M	1	0	0	0	0	0	1	2	3
10	7264	BE	14	78	78	 	F	1	0	0	0	0	0	1	2	3
10	7264	BE	14	27	25	30	M	0	1	0	0	0	0	1	2	1
10	7264	BE	14	51	51	 	M	0	1	0	0	0	0	1	2	4
10	7264	BE	14	40	37	43	F	0	1	0	0	0	0	1	2	3
10	7264	BE	14	47	45	50	F	0	1	0	0	0	0	1	2	1
11	7265	BE	20	0	0	 	F	1	0	0	0	0	0	4	1	2
11	7265	BE	20	22	22	 	F	0	0	1	0	0	0	5	1	1
11	7265	BE	20	9	9	 	F	1	0	0	0	0	0	1	1	5
11	7265	BE	20	38	38	 	F	1	0	0	0	0	0	1	1	5
11	7265	BE	20	42	40	45	F	0	0	1	0	0	0	5	1	2
11	7265	BE	20	39	39	 	M	1	0	0	0	0	0	1	1	5
11	7265	BE	20	30	30	 	F	1	0	0	0	0	0	4	1	2
11	7265	BE	20	50	45	55	M	0	0	1	0	0	0	5	1	1
11	7265	BE	20	12	12	 	M	0	0	1	0	1	0	2	1	4
11	7265	BE	20	50	45	55	F	0	0	1	0	0	0	5	1	1
11	7265	BE	20	27	27	 	F	0	0	1	0	0	0	5	2	1
11	7265	BE	20	16	16	 	M	1	0	0	0	1	0	2	1	4
11	7265	BE	20	0	0	 	M	1	0	0	0	0	0	4	1	2
11	7265	BE	20	32	30	35	M	1	0	0	0	0	0	4	1	2
11	7265	BE	20	49	49	 	M	0	0	1	0	0	0	5	1	2
11	7265	BE	20	27	27	 	F	0	0	1	0	0	0	5	2	2
11	7265	BE	20	92	92	 	F	1	0	0	0	0	0	1	1	3
11	7265	BE	20	49	49	 	M	0	0	1	0	0	0	4	1	4
11	7265	BE	20	21	21	 	F	0	0	1	0	0	0	4	2	1
11	7265	BE	20	11	11	 	M	1	0	0	0	1	0	2	1	4
12	7266	BE	41	54	54	 	M	1	0	0	0	0	0	1	1	5
12	7266	BE	41	50	50	 	 	0	1	0	0	0	0	2	2	2
12	7266	BE	41	67	67	 	M	0	0	0	0	1	0	3	2	2
12	7266	BE	41	46	46	 	 	0	1	0	0	0	0	1	2	2
12	7266	BE	41	44	44	 	 	0	1	0	0	0	0	1	1	2
12	7266	BE	41	4	4	 	M	0	0	0	0	1	0	3	2	4
12	7266	BE	41	4	4	 	 	0	1	0	0	0	0	5	1	3
12	7266	BE	41	51	51	 	M	0	0	0	0	1	0	3	2	3
12	7266	BE	41	75	75	 	M	0	0	0	0	1	0	4	2	3
12	7266	BE	41	45	45	 	 	0	1	0	0	0	0	2	2	2
12	7266	BE	41	50	50	 	 	0	1	0	0	0	0	2	2	5
12	7266	BE	41	46	46	 	 	0	1	0	0	0	0	1	2	3
12	7266	BE	41	5	5	 	 	0	1	0	0	0	0	3	2	1
12	7266	BE	41	39	39	 	 	0	1	0	0	0	0	2	1	4
12	7266	BE	41	38	38	 	 	0	1	0	0	0	0	2	1	2
12	7266	BE	41	39	39	 	 	0	1	0	0	0	0	2	1	2
12	7266	BE	41	32	30	35	F	0	0	0	0	0	1	2	2	1
12	7266	BE	41	62	62	 	M	0	0	0	0	1	0	3	2	4
12	7266	BE	41	49	49	 	 	0	1	0	0	0	0	1	1	2
12	7266	BE	41	8	8	 	F	0	0	0	0	1	0	3	2	4
12	7266	BE	41	54	54	 	 	0	1	0	0	0	0	2	1	2
12	7266	BE	41	2	2	 	 	0	1	0	0	0	0	1	1	2
12	7266	BE	41	20	20	 	 	0	1	0	0	0	0	3	1	4
12	7266	BE	41	58	58	 	 	0	1	0	0	0	0	2	2	4
12	7266	BE	41	46	46	 	 	0	1	0	0	0	0	1	1	1
12	7266	BE	41	8	8	 	 	0	1	0	0	0	0	1	2	5
12	7266	BE	41	35	35	 	F	0	0	0	0	1	0	3	2	3
12	7266	BE	41	0	0	 	 	0	1	0	0	0	0	2	2	4
12	7266	BE	41	23	23	 	 	0	1	0	0	0	0	1	2	3
12	7266	BE	41	56	56	 	 	0	1	0	0	0	0	3	1	2
12	7266	BE	41	35	35	 	 	0	1	0	0	0	0	2	1	4
12	7266	BE	41	28	28	 	 	0	1	0	0	0	0	2	2	3
12	7266	BE	41	58	58	 	 	0	1	0	0	0	0	1	2	1
12	7266	BE	41	37	37	 	 	0	1	0	0	0	0	3	2	1
12	7266	BE	41	27	25	30	M	0	1	0	0	0	0	2	2	3
12	7266	BE	41	34	34	 	 	0	1	0	0	0	0	3	2	2
12	7266	BE	41	8	8	 	 	0	1	0	0	0	0	5	2	1
12	7266	BE	41	59	59	 	 	0	1	0	0	0	0	1	1	2
12	7266	BE	41	62	62	 	F	0	0	0	0	1	0	3	2	4
12	7266	BE	41	33	33	 	 	0	1	0	0	0	0	5	2	2
12	7266	BE	41	37	37	 	 	0	1	0	0	0	0	1	1	1
13	7267	BE	18	0	0	 	M	1	0	0	0	0	0	1	1	5
13	7267	BE	18	35	35	 	F	0	0	1	0	0	0	4	2	2
13	7267	BE	18	43	43	 	F	0	0	1	0	0	0	4	2	3
13	7267	BE	18	35	35	 	M	1	0	0	0	0	0	1	1	5
13	7267	BE	18	47	45	50	F	0	0	1	0	0	0	2	2	3
13	7267	BE	18	64	64	 	F	1	0	0	0	0	0	1	2	3
13	7267	BE	18	33	33	 	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	1	1	 	M	1	0	0	0	0	0	1	1	5
13	7267	BE	18	42	40	45	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	42	40	45	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	41	41	 	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	42	40	45	M	0	0	1	0	0	0	4	2	2
13	7267	BE	18	42	40	45	M	0	0	1	0	0	0	4	2	2
13	7267	BE	18	52	52	 	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	35	35	 	F	1	0	0	0	0	0	3	1	4
13	7267	BE	18	66	66	 	M	1	0	0	0	0	0	1	2	3
13	7267	BE	18	42	40	45	F	0	0	1	0	0	0	4	2	2
13	7267	BE	18	41	41	 	F	1	0	0	0	0	0	3	1	4
14	7268	BE	8	26	26	 	F	1	0	0	0	0	0	1	1	4
14	7268	BE	8	51	51	 	F	0	0	0	0	1	0	2	2	2
14	7268	BE	8	86	86	 	M	0	0	0	0	0	1	5	2	3
14	7268	BE	8	31	28	35	M	0	0	0	0	0	1	5	1	2
14	7268	BE	8	54	54	 	M	0	0	0	0	1	0	2	2	2
14	7268	BE	8	80	80	 	M	0	0	0	0	1	0	1	1	4
14	7268	BE	8	79	79	 	F	0	0	0	0	1	0	1	1	4
14	7268	BE	8	51	51	 	M	1	0	0	0	0	0	1	1	5
15	7269	BE	58	45	45	 	M	1	0	0	0	0	0	1	1	5
15	7269	BE	58	32	30	35	F	0	0	0	0	0	1	4	1	2
15	7269	BE	58	42	40	45	M	0	0	0	0	0	1	4	2	1
15	7269	BE	58	78	78	 	 	0	1	0	0	0	0	1	2	4
15	7269	BE	58	77	77	 	 	0	1	0	0	0	0	5	1	3
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	2	2	3
15	7269	BE	58	14	14	 	F	1	0	0	0	0	0	1	1	5
15	7269	BE	58	52	50	55	F	0	0	0	0	0	1	5	2	2
15	7269	BE	58	79	79	 	 	0	1	0	0	0	0	1	2	5
15	7269	BE	58	62	62	 	 	0	1	0	0	0	0	1	2	5
15	7269	BE	58	73	73	 	 	0	1	0	0	0	0	2	2	2
15	7269	BE	58	79	79	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	62	62	 	 	0	1	0	0	0	0	1	1	5
15	7269	BE	58	66	66	 	 	0	1	0	0	0	0	3	1	2
15	7269	BE	58	77	77	 	 	0	1	0	0	0	0	2	1	2
15	7269	BE	58	69	69	 	 	0	1	0	0	0	0	5	2	1
15	7269	BE	58	66	66	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	22	20	25	F	0	0	0	0	0	1	3	2	3
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	2	1	4
15	7269	BE	58	69	69	 	 	0	1	0	0	0	0	1	2	1
15	7269	BE	58	68	68	 	 	0	1	0	0	0	0	1	2	2
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	1	1	3
15	7269	BE	58	22	20	25	F	0	0	0	0	0	1	3	2	3
15	7269	BE	58	65	65	 	 	0	1	0	0	0	0	5	2	2
15	7269	BE	58	72	72	 	 	0	1	0	0	0	0	2	1	4
15	7269	BE	58	73	73	 	 	0	1	0	0	0	0	5	1	2
15	7269	BE	58	69	69	 	 	0	1	0	0	0	0	2	2	3
15	7269	BE	58	67	67	 	 	0	1	0	0	0	0	4	2	2
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	4	2	1
15	7269	BE	58	67	67	 	 	0	1	0	0	0	0	2	1	4
15	7269	BE	58	52	50	55	F	0	0	0	0	0	1	4	1	2
15	7269	BE	58	76	76	 	 	0	1	0	0	0	0	2	2	4
15	7269	BE	58	70	70	 	 	0	1	0	0	0	0	2	2	2
15	7269	BE	58	70	70	 	 	0	1	0	0	0	0	1	1	5
15	7269	BE	58	71	71	 	 	0	1	0	0	0	0	2	2	4
15	7269	BE	58	73	73	 	 	0	1	0	0	0	0	3	1	2
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	2	1	4
15	7269	BE	58	65	65	 	 	0	1	0	0	0	0	1	1	5
15	7269	BE	58	65	65	 	 	0	1	0	0	0	0	2	2	1
15	7269	BE	58	79	79	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	64	64	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	63	63	 	 	0	1	0	0	0	0	3	1	2
15	7269	BE	58	68	68	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	71	71	 	 	0	1	0	0	0	0	5	1	2
15	7269	BE	58	76	76	 	 	0	1	0	0	0	0	1	1	1
15	7269	BE	58	74	74	 	 	0	1	0	0	0	0	2	2	5
15	7269	BE	58	66	66	 	 	0	1	0	0	0	0	4	1	3
15	7269	BE	58	74	74	 	 	0	1	0	0	0	0	2	1	3
15	7269	BE	58	62	62	 	 	0	1	0	0	0	0	1	2	1
15	7269	BE	58	70	70	 	 	0	1	0	0	0	0	1	2	5
15	7269	BE	58	61	61	 	 	0	1	0	0	0	0	2	1	2
15	7269	BE	58	63	63	 	 	0	1	0	0	0	0	1	2	5
15	7269	BE	58	69	69	 	 	0	1	0	0	0	0	4	1	2
15	7269	BE	58	72	72	 	 	0	1	0	0	0	0	1	1	5
15	7269	BE	58	70	70	 	 	0	1	0	0	0	0	1	1	2
15	7269	BE	58	68	68	 	 	0	1	0	0	0	0	3	2	3
15	7269	BE	58	70	70	 	 	0	1	0	0	0	0	1	2	2
15	7269	BE	58	63	63	 	 	0	1	0	0	0	0	2	2	5
16	7270	BE	11	8	8	 	F	1	0	0	0	1	0	2	1	2
16	7270	BE	11	64	64	 	F	1	0	0	1	1	0	3	1	4
16	7270	BE	11	42	40	45	M	0	1	0	0	0	0	5	2	3
16	7270	BE	11	67	65	70	F	1	0	0	0	1	0	3	2	1
16	7270	BE	11	64	64	 	F	1	0	0	0	1	0	4	2	3
16	7270	BE	11	42	40	45	F	0	0	0	0	1	0	4	1	3
16	7270	BE	11	32	30	35	F	0	1	0	0	0	0	5	2	1
16	7270	BE	11	32	30	35	F	0	1	0	0	0	0	5	2	2
16	7270	BE	11	27	25	30	F	0	1	0	0	0	0	3	2	1
16	7270	BE	11	32	30	35	F	0	0	0	1	1	0	5	2	1
16	7270	BE	11	40	40	 	F	1	0	0	0	1	0	2	1	2
17	7271	BE	40	39	39	 	 	0	1	0	0	0	0	5	2	2
17	7271	BE	40	37	35	40	M	0	1	0	0	0	0	5	2	4
